A73	0.0029304772820617224	2.64203381435429e-05
BALF1	0.0024500000944410556	2.522712282074811e-05
BALF2	0.002863072431088967	1.787652064307006e-05
BALF3	0.004652367863984954	3.138148342671506e-05
BALF4	0.004084155456912029	3.000799631081527e-05
BALF5	0.003662769121533968	2.571543884278096e-05
BARF0	0.004769685069580447	3.497286836425699e-05
BARF1	0.0011977810133322474	2.1372108299238373e-05
BBLF1	0.0058976035845380295	5.7219408486965684e-05
BBLF2-BBLF3	0.0065614693705669325	4.7045411972649856e-05
BBLF4	0.006373351356779185	4.01609100387547e-05
BBRF1	0.005427415828462622	3.993501192674217e-05
BBRF2	0.002490237831679336	3.013145675720765e-05
BBRF3	0.00291933521950111	1.864999800893906e-05
BCRF1	0.0017247748524836124	1.6808624372932855e-05
BCRF2	nan	nan
BDLF1	0.0026861627540559715	2.9925657192810255e-05
BDLF2	0.003796398199161599	3.3413381373374e-05
BDLF3	0.00815934425233035	8.156019023748788e-05
BDLF4	0.006344212803002709	5.6554720792895e-05
BFLF1	0.005151171080531852	3.7059063031516196e-05
BFLF2	0.00604149807625716	5.7636849838399965e-05
BFRF1	0.0034407121317723472	3.397073781741721e-05
BFRF1A	0.004904437837339173	4.378775743004674e-05
BFRF2	0.0050625075944693565	3.336499487096262e-05
BFRF3	0.003795843047835198	3.7750817525775344e-05
BGLF1	0.005819166212403761	4.282199983727592e-05
BGLF2	0.0029035735977717032	2.437915018408478e-05
BGLF3	0.004118933616466267	4.639722087686667e-05
BGLF35	0.0006003574659767321	2.4514904958578305e-05
BGLF4	0.002117765111994859	1.9617684145305232e-05
BGLF5	0.003855315301468541	2.6448651255541393e-05
BHLF1	nan	nan
BHRF1	0.0013260754083747463	1.3792875793878726e-05
BILF1	0.0011913618446750562	1.738939373050536e-05
BILF2	0.0009380531413846733	1.4770913427096294e-05
BKRF1	0.025932043996079533	0.000487873479129869
BKRF2	0.004786967151582971	4.234918463591472e-05
BKRF3	0.004030862531688738	3.252981101630411e-05
BKRF4	0.0019519066680966622	2.1618925990211218e-05
BLLF1	0.012169181856421058	0.00010532282534375628
BLLF2	0.009638004298002472	9.474334804919921e-05
BLLF3	0.0024012813236504913	3.671081396367277e-05
BLRF1	0.0013245197762696975	2.8134321176376915e-05
BLRF2	0.006140798848214833	5.7716769970740914e-05
BMLF1	0.004607705596370703	3.452642025741274e-05
BMRF1	0.0015127171342727778	1.674831607749744e-05
BMRF2	0.0055552068568237075	4.336206436813973e-05
BNLF2a	0.0074462180812993	6.351067237594802e-05
BNLF2b	0.007615869282372634	5.282254682905184e-05
BNRF1	0.004402721225993213	2.8011830478577044e-05
BOLF1	0.004486575852153651	3.253867899891447e-05
BORF1	0.004561478302915565	3.4154503819379654e-05
BORF2	0.003969979334324461	2.5613777205495745e-05
BPLF1	0.005848305753751798	3.2674214550202676e-05
BRLF1	0.00464691846122653	5.3567219045085304e-05
BRRF1	0.002097426918483901	2.8595282885277733e-05
BRRF2	0.011314511117646925	8.30077241966407e-05
BSLF1	0.004726895341141025	4.5142910247459854e-05
BSLF2	0.0018756651492929642	8.463999742946639e-05
BSLF2_BMLF1	0.004273733847984522	3.364606131340751e-05
BSRF1	0.0021661823112280854	3.1169146613666126e-05
BTRF1	0.004407218071021325	4.5508452952426175e-05
BVLF1	0.0017843398878708645	2.5691431229123748e-05
BVRF1	0.0017197035950867893	4.391074864830113e-05
BVRF2	0.001292052533186887	1.5966318858296774e-05
BWRF1	nan	nan
BXLF1	0.0008221908251497331	1.3785948832433534e-05
BXLF2	0.003878170308340383	3.586488294629811e-05
BXRF1	0.0019252853394043322	4.624462448492041e-05
BYRF1	0.13132338004297156	0.0016338159243777272
BZLF1	0.014106562927059422	0.00012091080952508323
BZLF2	0.010089972055068829	8.689624982223383e-05
BcLF1	0.003739682348352587	2.898453413903641e-05
BdRF1	0.0013434809783536945	2.409852964601894e-05
EBNA-LP	nan	nan
EBNA3A	0.040792184740611304	0.0006357350970076537
EBNA3B	0.04916897314259778	0.0008410698672672451
EBNA3C	0.05981270487481204	0.0006541541522159665
LF1	0.0049295315683793774	4.534344654600149e-05
LF2	0.001658339050580759	1.9508521283362308e-05
LF3	nan	nan
LMP1	0.01779866610445692	0.00014236485838234678
LMP2B	0.006886484896977346	0.00011988982246589388
RPMS1	0.003802414757777691	4.1300636437577174e-05
