1	LMP2B	0.004805149380723305	0.00015193709135708316	0.017233473473038205	0.0006174132152580912	0.31753175159973007	0.014012174547574936
2	BNRF1	0.0019126196833666397	3.0038482090358193e-05	0.011873817773333897	0.00017094152522484495	0.16190816471054284	0.0024750769528751617
3	BCRF1	0.0003335081861098244	2.8057975950009714e-05	0.005009812866857959	0.0001708163223086255	0.042831101367142924	0.004574444407365159
4	BCRF2	nan	nan	nan	nan	nan	nan
5	EBNA-LP	nan	nan	nan	nan	nan	nan
6	BWRF1	nan	nan	nan	nan	nan	nan
7	EBNA2	0.005019116606161208	8.26770531834661e-05	0.014046346050012211	0.000295457281802068	0.4305480756885833	0.007915267856464342
8	BHLF1	nan	nan	nan	nan	nan	nan
9	BHRF1	0.0008494334001266908	3.0318148287598374e-05	0.004194498981895022	0.00010664980721597069	0.11661785937548522	0.005563853094681443
10	BFLF2	0.002118854240286028	6.20564756191703e-05	0.0071904634947989095	0.00023772928496549155	0.29029475472976113	0.009759657426528056
11	BFLF1	0.002335548842451202	4.37420996444422e-05	0.011583593766245773	0.00021363709283725262	0.21400118062046466	0.004013899957121039
12	BFRF1A	0.003034428028339869	7.077897714711392e-05	0.005931816099362712	0.00014493555228648175	0.4074920652437308	0.007294850709884487
13	BFRF1	0.0020658817623625436	5.2430899807049215e-05	0.010502269903210893	0.00018678879674377094	0.18460249890559688	0.004964776973247575
14	BFRF2	0.0035476441359946096	6.536790836281585e-05	0.00790977690438897	0.00011891874530963339	0.5182930269988404	0.010800130889509624
15	BFRF3	0.0007482447964257954	3.038074449372014e-05	0.008337173691099618	0.0002990268591789273	0.08306036719412953	0.0029334145377109635
16	BPLF1	0.0030014941760984483	4.760279809228084e-05	0.01124394251632426	0.00016555636386778014	0.2745942514181248	0.0034689744385823186
17	BOLF1	0.0022910435318092026	3.578663769458137e-05	0.011175571474120651	0.00021506073060545292	0.26205748516314986	0.005909168255496851
18	BORF1	0.0009162840941858795	2.942442655062432e-05	0.018213887564286952	0.00026335436578385214	0.05415660406596707	0.002227700230719985
19	BORF2	0.001097277687060444	2.5386737998279696e-05	0.015150396075930338	0.00022642970242978618	0.08021250681044215	0.0025104936351362825
20	BaRF1	0.00010928359141087296	1.0510105424556481e-05	0.004837054597492191	0.00024229472677795143	0.009189864905342985	0.0016305483671170237
21	BMRF1	0.0005616016449573856	2.0601080173255396e-05	0.005855324359741198	0.00014049962623446564	0.07613075364666917	0.0029607372821723564
22	BMRF2	0.0007995269088679086	2.112358911479036e-05	0.014459014336721055	0.00032222257591345174	0.07005798807014808	0.0028691028144982637
23	BMLF1	0.0012582973308125484	3.625283030358308e-05	0.010259197089496538	0.0002660601019494163	0.2731933738069193	0.013821960493969184
24	BSLF2_BMLF1	0.0011042943698287694	3.309217942468236e-05	0.00920493542915883	0.00025080094987757376	0.2727359096225756	0.01414563402582247
25	BSLF2	0.0014606563079012152	0.00011126756063821947	0.002386188487491362	0.0002241399219526445	0.02075697837803678	0.008270870459093815
26	BSLF1	0.0018837783508810929	5.8459998794814336e-05	0.010853157271449096	0.00023278916705569077	0.15210138585636465	0.003795332631474417
27	BSRF1	0.00027777914533051674	2.3621523603140093e-05	0.004376976092494722	0.00018906227552554881	0.03618112952896124	0.0036909786906129003
28	BLLF3	0.0012195801809309448	3.81649750607121e-05	0.006781768747475887	0.00032239820006243314	0.14222670477586918	0.005546993411326778
29	BLRF1	0.0005566685295348905	4.4406324983755626e-05	0.005488589220212426	0.00020775621027726353	0.06261776821036588	0.006115934284334359
30	BLRF2	0.002383385245017018	7.78788363915003e-05	0.014952165323951138	0.0003856962481848757	0.176876905212751	0.006195197522212672
31	BLLF1	0.008315621472080351	0.00014924883068178209	0.010670991662288262	0.0002189238301010896	0.8435509359603459	0.012663850517942691
32	BLLF2	0.009901648826798908	0.00020601776566004555	0.01362127702597321	0.0002586528919609061	0.6934235436008951	0.01161196830535268
33	EBNA3A	0.007095167617728524	0.0001471117972990325	0.013266754262578047	0.00028787316248950396	0.57177739065906	0.00704501411396164
